Año,Mes,Grupo,Subgrupo,Indicador_grup,Indicador
2024,Diciembre,Alimentos y No alimentos,Alimentos,118.6837522,Índice
2024,Diciembre,Alimentos y No alimentos,Alimentos,-0.249123758,Variación mensual
2024,Diciembre,Alimentos y No alimentos,Alimentos,0.084265849,Variación anual
2024,Diciembre,Alimentos y No alimentos,Alimentos,0.084265849,Variación acumulada
2024,Diciembre,Alimentos y No alimentos,Alimentos,-0.05866874,Incidencia mensual
2024,Diciembre,Alimentos y No alimentos,Alimentos,0.020081103,Incidencia anual
2025,Enero,Alimentos y No alimentos,Alimentos,119.2549178,Índice
2025,Enero,Alimentos y No alimentos,Alimentos,0.481250041,Variación mensual
2025,Enero,Alimentos y No alimentos,Alimentos,0.186134124,Variación anual
2025,Enero,Alimentos y No alimentos,Alimentos,0.481250041,Variación acumulada
2025,Enero,Alimentos y No alimentos,Alimentos,0.034814216,Incidencia mensual
2025,Enero,Alimentos y No alimentos,Alimentos,0.044469388,Incidencia anual
2025,Febrero,Alimentos y No alimentos,Alimentos,119.538434,Índice
2025,Febrero,Alimentos y No alimentos,Alimentos,0.23773956,Variación mensual
2025,Febrero,Alimentos y No alimentos,Alimentos,-0.107571973,Variación anual
2025,Febrero,Alimentos y No alimentos,Alimentos,0.720133723,Variación acumulada
2025,Febrero,Alimentos y No alimentos,Alimentos,0.056758531,Incidencia mensual
2025,Febrero,Alimentos y No alimentos,Alimentos,-0.002209493,Incidencia anual
2025,Marzo,Alimentos y No alimentos,Alimentos,121.2491535,Índice
2025,Marzo,Alimentos y No alimentos,Alimentos,1.431104182,Variación mensual
2025,Marzo,Alimentos y No alimentos,Alimentos,1.207533718,Variación anual
2025,Marzo,Alimentos y No alimentos,Alimentos,2.161543769,Variación acumulada
2025,Marzo,Alimentos y No alimentos,Alimentos,0.342182862,Incidencia mensual
2025,Marzo,Alimentos y No alimentos,Alimentos,0.289254122,Incidencia anual
2025,Abril,Alimentos y No alimentos,Alimentos,120.8247564,Índice
2025,Abril,Alimentos y No alimentos,Alimentos,-0.350020623,Variación mensual
2025,Abril,Alimentos y No alimentos,Alimentos,-0.196355669,Variación anual
2025,Abril,Alimentos y No alimentos,Alimentos,1.803957297,Variación acumulada
2025,Abril,Alimentos y No alimentos,Alimentos,-0.016349541,Incidencia mensual
2025,Abril,Alimentos y No alimentos,Alimentos,-0.046932456,Incidencia anual
2025,Mayo,Alimentos y No alimentos,Alimentos,120.7511727,Índice
2025,Mayo,Alimentos y No alimentos,Alimentos,-0.060901169,Variación mensual
2025,Mayo,Alimentos y No alimentos,Alimentos,0.393147456,Variación anual
2025,Mayo,Alimentos y No alimentos,Alimentos,1.741957497,Variación acumulada
2025,Mayo,Alimentos y No alimentos,Alimentos,-0.000201295,Incidencia mensual
2025,Mayo,Alimentos y No alimentos,Alimentos,0.093471892,Incidencia anual
2025,Junio,Alimentos y No alimentos,Alimentos,120.4251041,Índice
2025,Junio,Alimentos y No alimentos,Alimentos,-0.270033512,Variación mensual
2025,Junio,Alimentos y No alimentos,Alimentos,0.775501694,Variación anual
2025,Junio,Alimentos y No alimentos,Alimentos,1.467220117,Variación acumulada
2025,Junio,Alimentos y No alimentos,Alimentos,-0.021999268,Incidencia mensual
2025,Junio,Alimentos y No alimentos,Alimentos,0.184942911,Incidencia anual
2025,Julio,Alimentos y No alimentos,Alimentos,120.9821572,Índice
2025,Julio,Alimentos y No alimentos,Alimentos,0.462572186,Variación mensual
2025,Julio,Alimentos y No alimentos,Alimentos,1.112426363,Variación anual
2025,Julio,Alimentos y No alimentos,Alimentos,1.936579255,Variación acumulada
2025,Julio,Alimentos y No alimentos,Alimentos,0.109544574,Incidencia mensual
2025,Julio,Alimentos y No alimentos,Alimentos,0.263183693,Incidencia anual
2025,Agosto,Alimentos y No alimentos,Alimentos,121.5153976,Índice
2025,Agosto,Alimentos y No alimentos,Alimentos,0.440759586,Variación mensual
2025,Agosto,Alimentos y No alimentos,Alimentos,1.247855374,Variación anual
2025,Agosto,Alimentos y No alimentos,Alimentos,2.3858745,Variación acumulada
2025,Agosto,Alimentos y No alimentos,Alimentos,0.104682228,Incidencia mensual
2025,Agosto,Alimentos y No alimentos,Alimentos,0.29548968,Incidencia anual
2025,Septiembre,Alimentos y No alimentos,Alimentos,121.4222723,Índice
2025,Septiembre,Alimentos y No alimentos,Alimentos,-0.076636613,Variación mensual
2025,Septiembre,Alimentos y No alimentos,Alimentos,0.613970695,Variación anual
2025,Septiembre,Alimentos y No alimentos,Alimentos,2.307409433,Variación acumulada
2025,Septiembre,Alimentos y No alimentos,Alimentos,-0.002760532,Incidencia mensual
2025,Septiembre,Alimentos y No alimentos,Alimentos,0.145933671,Incidencia anual
2025,Octubre,Alimentos y No alimentos,Alimentos,122.2479465,Índice
2025,Octubre,Alimentos y No alimentos,Alimentos,0.680002221,Variación mensual
2025,Octubre,Alimentos y No alimentos,Alimentos,1.988397156,Variación anual
2025,Octubre,Alimentos y No alimentos,Alimentos,3.00310209,Variación acumulada
2025,Octubre,Alimentos y No alimentos,Alimentos,0.161458974,Incidencia mensual
2025,Octubre,Alimentos y No alimentos,Alimentos,0.470541385,Incidencia anual
