Año,Mes,'Series_IPC'[Ciudad],Nivel,Cód. CCIF,Descripción CCIF,'Indicadores_cuboIPC'[Indicador],'Filtro Indicador'[Indicador]
2015,Julio,Nacional,Subclase,1123,Carne de ovino,1.26,Variación acumulada
2015,Julio,Nacional,Subclase,1124,"Carne de aves  fresca, refrigerada o congelada",99.93,Índice
2015,Julio,Nacional,Subclase,1124,"Carne de aves  fresca, refrigerada o congelada",-0.3,Variación mensual
2015,Julio,Nacional,Subclase,1124,"Carne de aves  fresca, refrigerada o congelada",1.67,Variación acumulada
2015,Julio,Nacional,Subclase,1125,Vísceras frescas,110.43,Índice
2015,Julio,Nacional,Subclase,1125,Vísceras frescas,0.04,Variación mensual
2015,Julio,Nacional,Subclase,1125,Vísceras frescas,3.81,Variación acumulada
2015,Julio,Nacional,Subclase,1126,Carnes preparadas y procesadas,98.01,Índice
2015,Julio,Nacional,Subclase,1126,Carnes preparadas y procesadas,-0.31,Variación mensual
2015,Julio,Nacional,Subclase,1126,Carnes preparadas y procesadas,-0.67,Variación acumulada
2015,Julio,Nacional,Subclase,1131,"Pescados  frescos, refrigerados y congeladas",112.45,Índice
2015,Julio,Nacional,Subclase,1131,"Pescados  frescos, refrigerados y congeladas",-2.32,Variación mensual
2015,Julio,Nacional,Subclase,1131,"Pescados  frescos, refrigerados y congeladas",5.4,Variación acumulada
2015,Julio,Nacional,Subclase,1132,"Mariscos frescos, refrigerados, congelados",97.4,Índice
2015,Julio,Nacional,Subclase,1132,"Mariscos frescos, refrigerados, congelados",0.87,Variación mensual
2015,Julio,Nacional,Subclase,1132,"Mariscos frescos, refrigerados, congelados",-6.41,Variación acumulada
2015,Julio,Nacional,Subclase,1133,Pescados  y mariscos procesados y preparados,97.04,Índice
2015,Julio,Nacional,Subclase,1133,Pescados  y mariscos procesados y preparados,-0.37,Variación mensual
2015,Julio,Nacional,Subclase,1133,Pescados  y mariscos procesados y preparados,-3.83,Variación acumulada
2015,Julio,Nacional,Subclase,1141,Leche líquida,100.9,Índice
2015,Julio,Nacional,Subclase,1141,Leche líquida,0.55,Variación mensual
2015,Julio,Nacional,Subclase,1141,Leche líquida,0.79,Variación acumulada
2015,Julio,Nacional,Subclase,1142,Leche conservada,116.64,Índice
2015,Julio,Nacional,Subclase,1142,Leche conservada,-0.01,Variación mensual
2015,Julio,Nacional,Subclase,1142,Leche conservada,6.34,Variación acumulada
2015,Julio,Nacional,Subclase,1143,Yogures y productos en base leche,99.88,Índice
2015,Julio,Nacional,Subclase,1143,Yogures y productos en base leche,0.04,Variación mensual
2015,Julio,Nacional,Subclase,1143,Yogures y productos en base leche,4.94,Variación acumulada
2015,Julio,Nacional,Subclase,1144,Quesos,99.09,Índice
2015,Julio,Nacional,Subclase,1144,Quesos,-1.09,Variación mensual
2015,Julio,Nacional,Subclase,1144,Quesos,2.35,Variación acumulada
2015,Julio,Nacional,Subclase,1145,Huevos,99.11,Índice
2015,Julio,Nacional,Subclase,1145,Huevos,-1.3,Variación mensual
2015,Julio,Nacional,Subclase,1145,Huevos,-4.11,Variación acumulada
2015,Julio,Nacional,Subclase,1151,Aceites puros y mezclados,102.09,Índice
2015,Julio,Nacional,Subclase,1151,Aceites puros y mezclados,0.11,Variación mensual
2015,Julio,Nacional,Subclase,1151,Aceites puros y mezclados,0.47,Variación acumulada
2015,Julio,Nacional,Subclase,1152,Grasas para la cocina,100.79,Índice
2015,Julio,Nacional,Subclase,1152,Grasas para la cocina,0.25,Variación mensual
2015,Julio,Nacional,Subclase,1152,Grasas para la cocina,-0.47,Variación acumulada
2015,Julio,Nacional,Subclase,1161,Frutas frescas refrigeradas y congeladas,98.88,Índice
2015,Julio,Nacional,Subclase,1161,Frutas frescas refrigeradas y congeladas,-1.22,Variación mensual
2015,Julio,Nacional,Subclase,1161,Frutas frescas refrigeradas y congeladas,-1.06,Variación acumulada
2015,Julio,Nacional,Subclase,1162,Frutas secas y en conserva (procesadas),120.07,Índice
2015,Julio,Nacional,Subclase,1162,Frutas secas y en conserva (procesadas),3.38,Variación mensual
2015,Julio,Nacional,Subclase,1162,Frutas secas y en conserva (procesadas),10.85,Variación acumulada
2015,Julio,Nacional,Subclase,1171,Productos de huerta frescos,115.74,Índice
2015,Julio,Nacional,Subclase,1171,Productos de huerta frescos,-2.12,Variación mensual
2015,Julio,Nacional,Subclase,1171,Productos de huerta frescos,14,Variación acumulada
2015,Julio,Nacional,Subclase,1172,Papas y tubérculos,101.81,Índice
2015,Julio,Nacional,Subclase,1172,Papas y tubérculos,1.83,Variación mensual
2015,Julio,Nacional,Subclase,1172,Papas y tubérculos,-5.71,Variación acumulada
2015,Julio,Nacional,Subclase,1173,Leguminosas secos y vegetales en conserva,104.98,Índice
2015,Julio,Nacional,Subclase,1173,Leguminosas secos y vegetales en conserva,2.28,Variación mensual
2015,Julio,Nacional,Subclase,1173,Leguminosas secos y vegetales en conserva,7.35,Variación acumulada
2015,Julio,Nacional,Subclase,1181,Azúcar y sucedáneos del azúcar,97.34,Índice
2015,Julio,Nacional,Subclase,1181,Azúcar y sucedáneos del azúcar,-0.32,Variación mensual
2015,Julio,Nacional,Subclase,1181,Azúcar y sucedáneos del azúcar,-1.36,Variación acumulada
2015,Julio,Nacional,Subclase,1182,"Chocolates, dulces de azúcar y helados",104.02,Índice
2015,Julio,Nacional,Subclase,1182,"Chocolates, dulces de azúcar y helados",0.25,Variación mensual
2015,Julio,Nacional,Subclase,1182,"Chocolates, dulces de azúcar y helados",1.39,Variación acumulada
2015,Julio,Nacional,Subclase,1191,Condimentos naturales,107.75,Índice
2015,Julio,Nacional,Subclase,1191,Condimentos naturales,0.22,Variación mensual
2015,Julio,Nacional,Subclase,1191,Condimentos naturales,2.98,Variación acumulada
2015,Julio,Nacional,Subclase,1192,Condimentos y aderezos procesados,102.09,Índice
2015,Julio,Nacional,Subclase,1192,Condimentos y aderezos procesados,0.71,Variación mensual
2015,Julio,Nacional,Subclase,1192,Condimentos y aderezos procesados,2.51,Variación acumulada
2015,Julio,Nacional,Subclase,1193,Preparados alimenticios,100.9,Índice
2015,Julio,Nacional,Subclase,1193,Preparados alimenticios,-1.61,Variación mensual
2015,Julio,Nacional,Subclase,1193,Preparados alimenticios,1.26,Variación acumulada
2015,Julio,Nacional,Subclase,1211,"Café, té y cacao",94.36,Índice
2015,Julio,Nacional,Subclase,1211,"Café, té y cacao",-1.11,Variación mensual
2015,Julio,Nacional,Subclase,1211,"Café, té y cacao",-2.06,Variación acumulada
2015,Julio,Nacional,Subclase,1221,"Aguas minerales, gaseosas, jugos de frutas",105.8,Índice
2015,Julio,Nacional,Subclase,1221,"Aguas minerales, gaseosas, jugos de frutas",0.07,Variación mensual
2015,Julio,Nacional,Subclase,1221,"Aguas minerales, gaseosas, jugos de frutas",3.39,Variación acumulada
2015,Agosto,Nacional,Clase,111,Pan y cereales (ND),103.53,Índice
2015,Agosto,Nacional,Clase,111,Pan y cereales (ND),-0.76,Variación mensual
2015,Agosto,Nacional,Clase,111,Pan y cereales (ND),6.05,Variación anual
2015,Agosto,Nacional,Clase,111,Pan y cereales (ND),5.45,Variación acumulada
2015,Agosto,Nacional,Clase,112,Carne (ND),107,Índice
2015,Agosto,Nacional,Clase,112,Carne (ND),-0.49,Variación mensual
2015,Agosto,Nacional,Clase,112,Carne (ND),5.05,Variación anual
2015,Agosto,Nacional,Clase,112,Carne (ND),2.77,Variación acumulada
2015,Agosto,Nacional,Clase,113,Pescado (ND),105.9,Índice
2015,Agosto,Nacional,Clase,113,Pescado (ND),0.14,Variación mensual
2015,Agosto,Nacional,Clase,113,Pescado (ND),3.75,Variación anual
2015,Agosto,Nacional,Clase,113,Pescado (ND),1.3,Variación acumulada
2015,Agosto,Nacional,Clase,114,"Leche, queso y huevos (ND)",101.1,Índice
2015,Agosto,Nacional,Clase,114,"Leche, queso y huevos (ND)",0,Variación mensual
2015,Agosto,Nacional,Clase,114,"Leche, queso y huevos (ND)",1.5,Variación anual
2015,Agosto,Nacional,Clase,114,"Leche, queso y huevos (ND)",1.14,Variación acumulada
2015,Agosto,Nacional,Clase,115,Aceites y grasas (ND),101.43,Índice
2015,Agosto,Nacional,Clase,115,Aceites y grasas (ND),-0.39,Variación mensual
2015,Agosto,Nacional,Clase,115,Aceites y grasas (ND),0.37,Variación anual
2015,Agosto,Nacional,Clase,115,Aceites y grasas (ND),-0.11,Variación acumulada
2015,Agosto,Nacional,Clase,116,Frutas (ND),100.09,Índice
2015,Agosto,Nacional,Clase,116,Frutas (ND),0.77,Variación mensual
2015,Agosto,Nacional,Clase,116,Frutas (ND),1.25,Variación anual
2015,Agosto,Nacional,Clase,116,Frutas (ND),-0.03,Variación acumulada
2015,Agosto,Nacional,Clase,117,Legumbres-Hortalizas (ND),112.42,Índice
2015,Agosto,Nacional,Clase,117,Legumbres-Hortalizas (ND),0.58,Variación mensual
2015,Agosto,Nacional,Clase,117,Legumbres-Hortalizas (ND),8.55,Variación anual
2015,Agosto,Nacional,Clase,117,Legumbres-Hortalizas (ND),9.41,Variación acumulada
2015,Agosto,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",100.11,Índice
2015,Agosto,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.43,Variación mensual
2015,Agosto,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.88,Variación anual
2015,Agosto,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.45,Variación acumulada
2015,Agosto,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),105.79,Índice
2015,Agosto,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),2.43,Variación mensual
2015,Agosto,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),6.95,Variación anual
2015,Agosto,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),4.7,Variación acumulada
2015,Agosto,Nacional,Clase,121,"Café, té y cacao (ND)",101.04,Índice
2015,Agosto,Nacional,Clase,121,"Café, té y cacao (ND)",7.08,Variación mensual
2015,Agosto,Nacional,Clase,121,"Café, té y cacao (ND)",5.39,Variación anual
2015,Agosto,Nacional,Clase,121,"Café, té y cacao (ND)",4.88,Variación acumulada
2015,Agosto,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",106.25,Índice
2015,Agosto,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.42,Variación mensual
2015,Agosto,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",6.17,Variación anual
2015,Agosto,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",3.82,Variación acumulada
2015,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,104.81,Índice
2015,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.04,Variación mensual
2015,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,4.4,Variación anual
2015,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,3.39,Variación acumulada
2015,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.0049,Incidencia mensual
2015,Agosto,Nacional,División,1,Alimentos y bebidas no alcohólicas,0.7368,Incidencia acumulada
2015,Agosto,Nacional,Grupo,11,Alimentos,104.69,Índice
2015,Agosto,Nacional,Grupo,11,Alimentos,-0.07,Variación mensual
2015,Agosto,Nacional,Grupo,11,Alimentos,4.27,Variación anual
2015,Agosto,Nacional,Grupo,11,Alimentos,3.32,Variación acumulada
2015,Agosto,Nacional,Grupo,12,Bebidas no alcohólicas,105.77,Índice
2015,Agosto,Nacional,Grupo,12,Bebidas no alcohólicas,0.97,Variación mensual
2015,Agosto,Nacional,Grupo,12,Bebidas no alcohólicas,5.9,Variación anual
2015,Agosto,Nacional,Grupo,12,Bebidas no alcohólicas,3.91,Variación acumulada
2015,Agosto,Nacional,Producto,1111001,Arroz,104.82,Índice
2015,Agosto,Nacional,Producto,1111001,Arroz,-0.97,Variación mensual
2015,Agosto,Nacional,Producto,1111001,Arroz,4.15,Variación acumulada
2015,Agosto,Nacional,Producto,1112002,CEREALES ENTEROS,93.89,Índice
2015,Agosto,Nacional,Producto,1112002,CEREALES ENTEROS,-0.3,Variación mensual
2015,Agosto,Nacional,Producto,1112002,CEREALES ENTEROS,-2.86,Variación acumulada
2015,Agosto,Nacional,Producto,1112003,HARINA DE TRIGO,98.8,Índice
2015,Agosto,Nacional,Producto,1112003,HARINA DE TRIGO,0.94,Variación mensual
2015,Agosto,Nacional,Producto,1112003,HARINA DE TRIGO,-0.77,Variación acumulada
2015,Agosto,Nacional,Producto,1112004,HARINA DE OTROS CEREALES,97.32,Índice
2015,Agosto,Nacional,Producto,1112004,HARINA DE OTROS CEREALES,0.64,Variación mensual
2015,Agosto,Nacional,Producto,1112004,HARINA DE OTROS CEREALES,0.97,Variación acumulada
2015,Agosto,Nacional,Producto,1113005,AVENA,97.45,Índice
2015,Agosto,Nacional,Producto,1113005,AVENA,-0.55,Variación mensual
2015,Agosto,Nacional,Producto,1113005,AVENA,-0.88,Variación acumulada
2015,Agosto,Nacional,Producto,1113006,CEREALES PREPARADOS,102.22,Índice
2015,Agosto,Nacional,Producto,1113006,CEREALES PREPARADOS,0.3,Variación mensual
2015,Agosto,Nacional,Producto,1113006,CEREALES PREPARADOS,-0.58,Variación acumulada
2015,Agosto,Nacional,Producto,1114007,PAN CORRIENTE,103.33,Índice
2015,Agosto,Nacional,Producto,1114007,PAN CORRIENTE,0.18,Variación mensual
2015,Agosto,Nacional,Producto,1114007,PAN CORRIENTE,9.03,Variación acumulada
2015,Agosto,Nacional,Producto,1114008,PAN ESPECIAL,101.64,Índice
2015,Agosto,Nacional,Producto,1114008,PAN ESPECIAL,0.64,Variación mensual
2015,Agosto,Nacional,Producto,1114008,PAN ESPECIAL,5.03,Variación acumulada
2015,Agosto,Nacional,Producto,1114009,PAN ENVASADO,108.14,Índice
2015,Agosto,Nacional,Producto,1114009,PAN ENVASADO,1.91,Variación mensual
2015,Agosto,Nacional,Producto,1114009,PAN ENVASADO,2.85,Variación acumulada
2015,Agosto,Nacional,Producto,1115010,GALLETAS,102.06,Índice
2015,Agosto,Nacional,Producto,1115010,GALLETAS,0.06,Variación mensual
2015,Agosto,Nacional,Producto,1115010,GALLETAS,0.27,Variación acumulada
2015,Agosto,Nacional,Producto,1116011,TALLARINES Y FIDEOS,103.83,Índice
2015,Agosto,Nacional,Producto,1116011,TALLARINES Y FIDEOS,-7.82,Variación mensual
2015,Agosto,Nacional,Producto,1116011,TALLARINES Y FIDEOS,4.94,Variación acumulada
2015,Agosto,Nacional,Producto,1121012,CARNE  DE RES SIN HUESO,121.14,Índice
2015,Agosto,Nacional,Producto,1121012,CARNE  DE RES SIN HUESO,-0.43,Variación mensual
2015,Agosto,Nacional,Producto,1121012,CARNE  DE RES SIN HUESO,7.1,Variación acumulada
2015,Agosto,Nacional,Producto,1121013,CARNE DE RES CON HUESO,118.73,Índice
2015,Agosto,Nacional,Producto,1121013,CARNE DE RES CON HUESO,0.39,Variación mensual
2015,Agosto,Nacional,Producto,1121013,CARNE DE RES CON HUESO,6.23,Variación acumulada
2015,Agosto,Nacional,Producto,1121014,CARNE DE RES MOLIDA,118.88,Índice
2015,Agosto,Nacional,Producto,1121014,CARNE DE RES MOLIDA,2.78,Variación mensual
2015,Agosto,Nacional,Producto,1121014,CARNE DE RES MOLIDA,6.09,Variación acumulada
2015,Agosto,Nacional,Producto,1122015,CHULETA DE CERDO,107.14,Índice
2015,Agosto,Nacional,Producto,1122015,CHULETA DE CERDO,-2.19,Variación mensual
2015,Agosto,Nacional,Producto,1122015,CHULETA DE CERDO,0.2,Variación acumulada
2015,Agosto,Nacional,Producto,1122016,CARNE DE CERDO SIN HUESO,107.29,Índice
2015,Agosto,Nacional,Producto,1122016,CARNE DE CERDO SIN HUESO,-0.47,Variación mensual
2015,Agosto,Nacional,Producto,1122016,CARNE DE CERDO SIN HUESO,0.58,Variación acumulada
2015,Agosto,Nacional,Producto,1122017,CARNE DE CERDO CON HUESO,106.33,Índice
2015,Agosto,Nacional,Producto,1122017,CARNE DE CERDO CON HUESO,-0.75,Variación mensual
2015,Agosto,Nacional,Producto,1122017,CARNE DE CERDO CON HUESO,-3.53,Variación acumulada
2015,Agosto,Nacional,Producto,1123018,Carne de ovino,103.89,Índice
2015,Agosto,Nacional,Producto,1123018,Carne de ovino,1.96,Variación mensual
2015,Agosto,Nacional,Producto,1123018,Carne de ovino,3.24,Variación acumulada
2015,Agosto,Nacional,Producto,1124019,POLLO ENTERO,99.18,Índice
2015,Agosto,Nacional,Producto,1124019,POLLO ENTERO,-2.35,Variación mensual
2015,Agosto,Nacional,Producto,1124019,POLLO ENTERO,0.86,Variación acumulada
2015,Agosto,Nacional,Producto,1124020,PRESAS DE POLLO,97.95,Índice
2015,Agosto,Nacional,Producto,1124020,PRESAS DE POLLO,0.54,Variación mensual
2015,Agosto,Nacional,Producto,1124020,PRESAS DE POLLO,0.63,Variación acumulada
2015,Agosto,Nacional,Producto,1124021,MENUDENCIAS DE POLLO,106.49,Índice
2015,Agosto,Nacional,Producto,1124021,MENUDENCIAS DE POLLO,0,Variación mensual
2015,Agosto,Nacional,Producto,1124021,MENUDENCIAS DE POLLO,-1.89,Variación acumulada
2015,Agosto,Nacional,Producto,1125022,VÍSCERAS DE RES,108.39,Índice
2015,Agosto,Nacional,Producto,1125022,VÍSCERAS DE RES,-1.85,Variación mensual
2015,Agosto,Nacional,Producto,1125022,VÍSCERAS DE RES,1.89,Variación acumulada
2015,Agosto,Nacional,Producto,1126023,CHORIZO,96.18,Índice
2015,Agosto,Nacional,Producto,1126023,CHORIZO,1.93,Variación mensual
2015,Agosto,Nacional,Producto,1126023,CHORIZO,0.76,Variación acumulada
2015,Agosto,Nacional,Producto,1126024,JAMÓN,98.23,Índice
2015,Agosto,Nacional,Producto,1126024,JAMÓN,0.91,Variación mensual
2015,Agosto,Nacional,Producto,1126024,JAMÓN,-0.25,Variación acumulada
2015,Agosto,Nacional,Producto,1126025,MORTADELA,98.69,Índice
2015,Agosto,Nacional,Producto,1126025,MORTADELA,0.64,Variación mensual
2015,Agosto,Nacional,Producto,1126025,MORTADELA,1.33,Variación acumulada
2015,Agosto,Nacional,Producto,1126026,SALCHICHA,103.33,Índice
2015,Agosto,Nacional,Producto,1126026,SALCHICHA,1.76,Variación mensual
2015,Agosto,Nacional,Producto,1126026,SALCHICHA,0.12,Variación acumulada
2015,Agosto,Nacional,Producto,1131027,PESCADO FRESCO ENTERO,101.88,Índice
2015,Agosto,Nacional,Producto,1131027,PESCADO FRESCO ENTERO,1.98,Variación mensual
2015,Agosto,Nacional,Producto,1131027,PESCADO FRESCO ENTERO,3.87,Variación acumulada
2015,Agosto,Nacional,Producto,1131028,PESCADO FRESCO FILETEADO,114.62,Índice
2015,Agosto,Nacional,Producto,1131028,PESCADO FRESCO FILETEADO,-0.33,Variación mensual
2015,Agosto,Nacional,Producto,1131028,PESCADO FRESCO FILETEADO,5.71,Variación acumulada
2015,Agosto,Nacional,Producto,1132029,CAMARÓN,98.97,Índice
2015,Agosto,Nacional,Producto,1132029,CAMARÓN,1.61,Variación mensual
2015,Agosto,Nacional,Producto,1132029,CAMARÓN,-4.9,Variación acumulada
2015,Agosto,Nacional,Producto,1133030,ATÚN EN CONSERVA,95.47,Índice
2015,Agosto,Nacional,Producto,1133030,ATÚN EN CONSERVA,-0.49,Variación mensual
2015,Agosto,Nacional,Producto,1133030,ATÚN EN CONSERVA,-5.34,Variación acumulada
2015,Agosto,Nacional,Producto,1133031,SARDINAS EN CONSERVA,107.32,Índice
2015,Agosto,Nacional,Producto,1133031,SARDINAS EN CONSERVA,1.89,Variación mensual
2015,Agosto,Nacional,Producto,1133031,SARDINAS EN CONSERVA,6.03,Variación acumulada
2015,Agosto,Nacional,Producto,1141032,LECHE LÍQUIDA VEGETAL,98.2,Índice
2015,Agosto,Nacional,Producto,1141032,LECHE LÍQUIDA VEGETAL,0,Variación mensual
2015,Agosto,Nacional,Producto,1141032,LECHE LÍQUIDA VEGETAL,0.01,Variación acumulada
2015,Agosto,Nacional,Producto,1141033,LECHE LÍQUIDA PASTEURIZADA,99.88,Índice
2015,Agosto,Nacional,Producto,1141033,LECHE LÍQUIDA PASTEURIZADA,-0.38,Variación mensual
2015,Agosto,Nacional,Producto,1141033,LECHE LÍQUIDA PASTEURIZADA,-0.18,Variación acumulada
2015,Agosto,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,105.47,Índice
2015,Agosto,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,1.74,Variación mensual
2015,Agosto,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,5.02,Variación acumulada
2015,Agosto,Nacional,Producto,1142035,LECHE EN POLVO,103.07,Índice
2015,Agosto,Nacional,Producto,1142035,LECHE EN POLVO,1.76,Variación mensual
2015,Agosto,Nacional,Producto,1142035,LECHE EN POLVO,1.3,Variación acumulada
2015,Agosto,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,121.38,Índice
2015,Agosto,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,0.06,Variación mensual
2015,Agosto,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,8.27,Variación acumulada
2015,Agosto,Nacional,Producto,1143037,YOGURT,99.9,Índice
2015,Agosto,Nacional,Producto,1143037,YOGURT,0.02,Variación mensual
2015,Agosto,Nacional,Producto,1143037,YOGURT,4.96,Variación acumulada
2015,Agosto,Nacional,Producto,1144038,QUESO FRESCO,101.1,Índice
2015,Agosto,Nacional,Producto,1144038,QUESO FRESCO,0.9,Variación mensual
2015,Agosto,Nacional,Producto,1144038,QUESO FRESCO,1,Variación acumulada
2015,Agosto,Nacional,Producto,1144039,QUESO DE MESA,99.45,Índice
2015,Agosto,Nacional,Producto,1144039,QUESO DE MESA,0.73,Variación mensual
2015,Agosto,Nacional,Producto,1144039,QUESO DE MESA,3.84,Variación acumulada
2015,Agosto,Nacional,Producto,1145040,HUEVOS DE GALLINA,97.68,Índice
2015,Agosto,Nacional,Producto,1145040,HUEVOS DE GALLINA,-1.45,Variación mensual
2015,Agosto,Nacional,Producto,1145040,HUEVOS DE GALLINA,-5.5,Variación acumulada
2015,Agosto,Nacional,Producto,1151041,ACEITE VEGETAL,102.11,Índice
2015,Agosto,Nacional,Producto,1151041,ACEITE VEGETAL,-0.35,Variación mensual
