Año,Mes,'Series_IPC'[Ciudad],Nivel,Cód. CCIF,Descripción CCIF,'Indicadores_cuboIPC'[Indicador],'Filtro Indicador'[Indicador]
2015,Julio,Nacional,Producto,1121012,CARNE  DE RES SIN HUESO,7.56,Variación acumulada
2015,Julio,Nacional,Producto,1121013,CARNE DE RES CON HUESO,118.26,Índice
2015,Julio,Nacional,Producto,1121013,CARNE DE RES CON HUESO,-0.36,Variación mensual
2015,Julio,Nacional,Producto,1121013,CARNE DE RES CON HUESO,5.81,Variación acumulada
2015,Julio,Nacional,Producto,1121014,CARNE DE RES MOLIDA,115.66,Índice
2015,Julio,Nacional,Producto,1121014,CARNE DE RES MOLIDA,-1.77,Variación mensual
2015,Julio,Nacional,Producto,1121014,CARNE DE RES MOLIDA,3.22,Variación acumulada
2015,Julio,Nacional,Producto,1122015,CHULETA DE CERDO,109.54,Índice
2015,Julio,Nacional,Producto,1122015,CHULETA DE CERDO,0.68,Variación mensual
2015,Julio,Nacional,Producto,1122015,CHULETA DE CERDO,2.44,Variación acumulada
2015,Julio,Nacional,Producto,1122016,CARNE DE CERDO SIN HUESO,107.8,Índice
2015,Julio,Nacional,Producto,1122016,CARNE DE CERDO SIN HUESO,-0.11,Variación mensual
2015,Julio,Nacional,Producto,1122016,CARNE DE CERDO SIN HUESO,1.06,Variación acumulada
2015,Julio,Nacional,Producto,1122017,CARNE DE CERDO CON HUESO,107.13,Índice
2015,Julio,Nacional,Producto,1122017,CARNE DE CERDO CON HUESO,-0.54,Variación mensual
2015,Julio,Nacional,Producto,1122017,CARNE DE CERDO CON HUESO,-2.81,Variación acumulada
2015,Julio,Nacional,Producto,1123018,Carne de ovino,101.9,Índice
2015,Julio,Nacional,Producto,1123018,Carne de ovino,0.43,Variación mensual
2015,Julio,Nacional,Producto,1123018,Carne de ovino,1.26,Variación acumulada
2015,Julio,Nacional,Producto,1124019,POLLO ENTERO,101.57,Índice
2015,Julio,Nacional,Producto,1124019,POLLO ENTERO,-0.75,Variación mensual
2015,Julio,Nacional,Producto,1124019,POLLO ENTERO,3.29,Variación acumulada
2015,Julio,Nacional,Producto,1124020,PRESAS DE POLLO,97.43,Índice
2015,Julio,Nacional,Producto,1124020,PRESAS DE POLLO,0.22,Variación mensual
2015,Julio,Nacional,Producto,1124020,PRESAS DE POLLO,0.09,Variación acumulada
2015,Julio,Nacional,Producto,1124021,MENUDENCIAS DE POLLO,106.49,Índice
2015,Julio,Nacional,Producto,1124021,MENUDENCIAS DE POLLO,0,Variación mensual
2015,Julio,Nacional,Producto,1124021,MENUDENCIAS DE POLLO,-1.89,Variación acumulada
2015,Julio,Nacional,Producto,1125022,VÍSCERAS DE RES,110.43,Índice
2015,Julio,Nacional,Producto,1125022,VÍSCERAS DE RES,0.04,Variación mensual
2015,Julio,Nacional,Producto,1125022,VÍSCERAS DE RES,3.81,Variación acumulada
2015,Julio,Nacional,Producto,1126023,CHORIZO,94.35,Índice
2015,Julio,Nacional,Producto,1126023,CHORIZO,-0.74,Variación mensual
2015,Julio,Nacional,Producto,1126023,CHORIZO,-1.15,Variación acumulada
2015,Julio,Nacional,Producto,1126024,JAMÓN,97.34,Índice
2015,Julio,Nacional,Producto,1126024,JAMÓN,-0.49,Variación mensual
2015,Julio,Nacional,Producto,1126024,JAMÓN,-1.15,Variación acumulada
2015,Julio,Nacional,Producto,1126025,MORTADELA,98.06,Índice
2015,Julio,Nacional,Producto,1126025,MORTADELA,0.16,Variación mensual
2015,Julio,Nacional,Producto,1126025,MORTADELA,0.69,Variación acumulada
2015,Julio,Nacional,Producto,1126026,SALCHICHA,101.54,Índice
2015,Julio,Nacional,Producto,1126026,SALCHICHA,-0.42,Variación mensual
2015,Julio,Nacional,Producto,1126026,SALCHICHA,-1.62,Variación acumulada
2015,Julio,Nacional,Producto,1131027,PESCADO FRESCO ENTERO,99.9,Índice
2015,Julio,Nacional,Producto,1131027,PESCADO FRESCO ENTERO,-1.34,Variación mensual
2015,Julio,Nacional,Producto,1131027,PESCADO FRESCO ENTERO,1.84,Variación acumulada
2015,Julio,Nacional,Producto,1131028,PESCADO FRESCO FILETEADO,115,Índice
2015,Julio,Nacional,Producto,1131028,PESCADO FRESCO FILETEADO,-2.5,Variación mensual
2015,Julio,Nacional,Producto,1131028,PESCADO FRESCO FILETEADO,6.05,Variación acumulada
2015,Julio,Nacional,Producto,1132029,CAMARÓN,97.4,Índice
2015,Julio,Nacional,Producto,1132029,CAMARÓN,0.87,Variación mensual
2015,Julio,Nacional,Producto,1132029,CAMARÓN,-6.41,Variación acumulada
2015,Julio,Nacional,Producto,1133030,ATÚN EN CONSERVA,95.94,Índice
2015,Julio,Nacional,Producto,1133030,ATÚN EN CONSERVA,-0.92,Variación mensual
2015,Julio,Nacional,Producto,1133030,ATÚN EN CONSERVA,-4.87,Variación acumulada
2015,Julio,Nacional,Producto,1133031,SARDINAS EN CONSERVA,105.33,Índice
2015,Julio,Nacional,Producto,1133031,SARDINAS EN CONSERVA,3.63,Variación mensual
2015,Julio,Nacional,Producto,1133031,SARDINAS EN CONSERVA,4.06,Variación acumulada
2015,Julio,Nacional,Producto,1141032,LECHE LÍQUIDA VEGETAL,98.2,Índice
2015,Julio,Nacional,Producto,1141032,LECHE LÍQUIDA VEGETAL,0,Variación mensual
2015,Julio,Nacional,Producto,1141032,LECHE LÍQUIDA VEGETAL,0.01,Variación acumulada
2015,Julio,Nacional,Producto,1141033,LECHE LÍQUIDA PASTEURIZADA,100.26,Índice
2015,Julio,Nacional,Producto,1141033,LECHE LÍQUIDA PASTEURIZADA,0.57,Variación mensual
2015,Julio,Nacional,Producto,1141033,LECHE LÍQUIDA PASTEURIZADA,0.2,Variación acumulada
2015,Julio,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,103.66,Índice
2015,Julio,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,0.49,Variación mensual
2015,Julio,Nacional,Producto,1141034,LECHE LÍQUIDA LARGA VIDA,3.22,Variación acumulada
2015,Julio,Nacional,Producto,1142035,LECHE EN POLVO,101.29,Índice
2015,Julio,Nacional,Producto,1142035,LECHE EN POLVO,0.04,Variación mensual
2015,Julio,Nacional,Producto,1142035,LECHE EN POLVO,-0.45,Variación acumulada
2015,Julio,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,121.31,Índice
2015,Julio,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,-0.02,Variación mensual
2015,Julio,Nacional,Producto,1142036,LECHE MATERNIZADA EN POLVO,8.21,Variación acumulada
2015,Julio,Nacional,Producto,1143037,YOGURT,99.88,Índice
2015,Julio,Nacional,Producto,1143037,YOGURT,0.04,Variación mensual
2015,Julio,Nacional,Producto,1143037,YOGURT,4.94,Variación acumulada
2015,Julio,Nacional,Producto,1144038,QUESO FRESCO,100.2,Índice
2015,Julio,Nacional,Producto,1144038,QUESO FRESCO,-2.73,Variación mensual
2015,Julio,Nacional,Producto,1144038,QUESO FRESCO,0.1,Variación acumulada
2015,Julio,Nacional,Producto,1144039,QUESO DE MESA,98.73,Índice
2015,Julio,Nacional,Producto,1144039,QUESO DE MESA,-0.56,Variación mensual
2015,Julio,Nacional,Producto,1144039,QUESO DE MESA,3.09,Variación acumulada
2015,Julio,Nacional,Producto,1145040,HUEVOS DE GALLINA,99.11,Índice
2015,Julio,Nacional,Producto,1145040,HUEVOS DE GALLINA,-1.3,Variación mensual
2015,Julio,Nacional,Producto,1145040,HUEVOS DE GALLINA,-4.11,Variación acumulada
2015,Julio,Nacional,Producto,1151041,ACEITE VEGETAL,102.46,Índice
2015,Julio,Nacional,Producto,1151041,ACEITE VEGETAL,0.14,Variación mensual
2015,Julio,Nacional,Producto,1151041,ACEITE VEGETAL,0.58,Variación acumulada
2015,Julio,Nacional,Producto,1151042,ACEITE PURO,98.41,Índice
2015,Julio,Nacional,Producto,1151042,ACEITE PURO,-0.21,Variación mensual
2015,Julio,Nacional,Producto,1151042,ACEITE PURO,-0.66,Variación acumulada
2015,Julio,Nacional,Producto,1152043,MARGARINA,100.24,Índice
2015,Julio,Nacional,Producto,1152043,MARGARINA,1.07,Variación mensual
2015,Julio,Nacional,Producto,1152043,MARGARINA,1.89,Variación acumulada
2015,Julio,Nacional,Producto,1152044,MANTEQUILLA,102.49,Índice
2015,Julio,Nacional,Producto,1152044,MANTEQUILLA,0,Variación mensual
2015,Julio,Nacional,Producto,1152044,MANTEQUILLA,0,Variación acumulada
2015,Julio,Nacional,Producto,1152045,MANTECA,100.92,Índice
2015,Julio,Nacional,Producto,1152045,MANTECA,-1.13,Variación mensual
2015,Julio,Nacional,Producto,1152045,MANTECA,-4.9,Variación acumulada
2015,Julio,Nacional,Producto,1161046,AGUACATE,100.81,Índice
2015,Julio,Nacional,Producto,1161046,AGUACATE,6.95,Variación mensual
2015,Julio,Nacional,Producto,1161046,AGUACATE,-10.75,Variación acumulada
2015,Julio,Nacional,Producto,1161047,BANANA,95.01,Índice
2015,Julio,Nacional,Producto,1161047,BANANA,-3.33,Variación mensual
2015,Julio,Nacional,Producto,1161047,BANANA,-0.5,Variación acumulada
2015,Julio,Nacional,Producto,1161048,LIMÓN,86.11,Índice
2015,Julio,Nacional,Producto,1161048,LIMÓN,29.22,Variación mensual
2015,Julio,Nacional,Producto,1161048,LIMÓN,-8.01,Variación acumulada
2015,Julio,Nacional,Producto,1161049,MANDARINA,104.22,Índice
2015,Julio,Nacional,Producto,1161049,MANDARINA,-7.03,Variación mensual
2015,Julio,Nacional,Producto,1161049,MANDARINA,13.94,Variación acumulada
2015,Julio,Nacional,Producto,1161050,NARANJA,84.54,Índice
2015,Julio,Nacional,Producto,1161050,NARANJA,-14.21,Variación mensual
2015,Julio,Nacional,Producto,1161050,NARANJA,-28.36,Variación acumulada
2015,Julio,Nacional,Producto,1161051,NARANJILLA,103.33,Índice
2015,Julio,Nacional,Producto,1161051,NARANJILLA,-1.22,Variación mensual
2015,Julio,Nacional,Producto,1161051,NARANJILLA,-1.83,Variación acumulada
2015,Julio,Nacional,Producto,1161052,PAPAYA,108.2,Índice
2015,Julio,Nacional,Producto,1161052,PAPAYA,-4.33,Variación mensual
2015,Julio,Nacional,Producto,1161052,PAPAYA,13.71,Variación acumulada
2015,Julio,Nacional,Producto,1161053,PIÑA,99.27,Índice
2015,Julio,Nacional,Producto,1161053,PIÑA,-6.84,Variación mensual
2015,Julio,Nacional,Producto,1161053,PIÑA,1.92,Variación acumulada
2015,Julio,Nacional,Producto,1161054,PLÁTANO MADURO,90.81,Índice
2015,Julio,Nacional,Producto,1161054,PLÁTANO MADURO,1.21,Variación mensual
2015,Julio,Nacional,Producto,1161054,PLÁTANO MADURO,-2.25,Variación acumulada
2015,Julio,Nacional,Producto,1161055,PLÁTANO VERDE,84.85,Índice
2015,Julio,Nacional,Producto,1161055,PLÁTANO VERDE,1.83,Variación mensual
2015,Julio,Nacional,Producto,1161055,PLÁTANO VERDE,-5.02,Variación acumulada
2015,Julio,Nacional,Producto,1161056,UVAS,110.86,Índice
2015,Julio,Nacional,Producto,1161056,UVAS,1.54,Variación mensual
2015,Julio,Nacional,Producto,1161056,UVAS,10.68,Variación acumulada
2015,Julio,Nacional,Producto,1161057,MELÓN,93.09,Índice
2015,Julio,Nacional,Producto,1161057,MELÓN,2.44,Variación mensual
2015,Julio,Nacional,Producto,1161057,MELÓN,2.8,Variación acumulada
2015,Julio,Nacional,Producto,1161058,MORA,114.98,Índice
2015,Julio,Nacional,Producto,1161058,MORA,-13.84,Variación mensual
2015,Julio,Nacional,Producto,1161058,MORA,11.55,Variación acumulada
2015,Julio,Nacional,Producto,1161059,MANZANA,123.77,Índice
2015,Julio,Nacional,Producto,1161059,MANZANA,1.95,Variación mensual
2015,Julio,Nacional,Producto,1161059,MANZANA,15.49,Variación acumulada
2015,Julio,Nacional,Producto,1161060,MARACUYÁ,85.49,Índice
2015,Julio,Nacional,Producto,1161060,MARACUYÁ,0.63,Variación mensual
2015,Julio,Nacional,Producto,1161060,MARACUYÁ,1.9,Variación acumulada
2015,Julio,Nacional,Producto,1161061,SANDÍA,93.62,Índice
2015,Julio,Nacional,Producto,1161061,SANDÍA,1.91,Variación mensual
2015,Julio,Nacional,Producto,1161061,SANDÍA,-3.21,Variación acumulada
2015,Julio,Nacional,Producto,1161062,FRUTILLA,101.92,Índice
2015,Julio,Nacional,Producto,1161062,FRUTILLA,-0.11,Variación mensual
2015,Julio,Nacional,Producto,1161062,FRUTILLA,5.77,Variación acumulada
2015,Julio,Nacional,Producto,1161063,TOMATE DE ÁRBOL,105.86,Índice
2015,Julio,Nacional,Producto,1161063,TOMATE DE ÁRBOL,-4.18,Variación mensual
2015,Julio,Nacional,Producto,1161063,TOMATE DE ÁRBOL,-0.68,Variación acumulada
2015,Julio,Nacional,Producto,1161064,FRUTAS DE TEMPORADA,102.79,Índice
2015,Julio,Nacional,Producto,1161064,FRUTAS DE TEMPORADA,0.8,Variación mensual
2015,Julio,Nacional,Producto,1161064,FRUTAS DE TEMPORADA,1.73,Variación acumulada
2015,Julio,Nacional,Producto,1162065,MANÍ,120.07,Índice
2015,Julio,Nacional,Producto,1162065,MANÍ,3.38,Variación mensual
2015,Julio,Nacional,Producto,1162065,MANÍ,10.85,Variación acumulada
2015,Julio,Nacional,Producto,1171066,AJO,112.7,Índice
2015,Julio,Nacional,Producto,1171066,AJO,-1.89,Variación mensual
2015,Julio,Nacional,Producto,1171066,AJO,12.77,Variación acumulada
2015,Julio,Nacional,Producto,1171067,ACELGA,109.66,Índice
2015,Julio,Nacional,Producto,1171067,ACELGA,0.38,Variación mensual
2015,Julio,Nacional,Producto,1171067,ACELGA,3.64,Variación acumulada
2015,Julio,Nacional,Producto,1171068,BRÓCOLI,97.95,Índice
2015,Julio,Nacional,Producto,1171068,BRÓCOLI,4.97,Variación mensual
2015,Julio,Nacional,Producto,1171068,BRÓCOLI,1.15,Variación acumulada
2015,Julio,Nacional,Producto,1171069,CEBOLLA BLANCA,94.28,Índice
2015,Julio,Nacional,Producto,1171069,CEBOLLA BLANCA,3.76,Variación mensual
2015,Julio,Nacional,Producto,1171069,CEBOLLA BLANCA,-8.47,Variación acumulada
2015,Julio,Nacional,Producto,1171070,CEBOLLA PAITEÑA,185.64,Índice
2015,Julio,Nacional,Producto,1171070,CEBOLLA PAITEÑA,-3.25,Variación mensual
2015,Julio,Nacional,Producto,1171070,CEBOLLA PAITEÑA,60.09,Variación acumulada
2015,Julio,Nacional,Producto,1171071,CHOCLO,92.79,Índice
2015,Julio,Nacional,Producto,1171071,CHOCLO,-1.52,Variación mensual
2015,Julio,Nacional,Producto,1171071,CHOCLO,-3.39,Variación acumulada
2015,Julio,Nacional,Producto,1171072,COL,110.45,Índice
2015,Julio,Nacional,Producto,1171072,COL,1.3,Variación mensual
2015,Julio,Nacional,Producto,1171072,COL,-4.26,Variación acumulada
2015,Julio,Nacional,Producto,1171073,COLIFLOR,113.01,Índice
2015,Julio,Nacional,Producto,1171073,COLIFLOR,7.09,Variación mensual
2015,Julio,Nacional,Producto,1171073,COLIFLOR,8.4,Variación acumulada
2015,Julio,Nacional,Producto,1171074,LECHUGA,109.52,Índice
2015,Julio,Nacional,Producto,1171074,LECHUGA,5.11,Variación mensual
2015,Julio,Nacional,Producto,1171074,LECHUGA,4.48,Variación acumulada
2015,Julio,Nacional,Producto,1171075,PEPINILLO,124.97,Índice
2015,Julio,Nacional,Producto,1171075,PEPINILLO,-1.65,Variación mensual
2015,Julio,Nacional,Producto,1171075,PEPINILLO,16.91,Variación acumulada
2015,Julio,Nacional,Producto,1171076,PIMIENTO,103.19,Índice
2015,Julio,Nacional,Producto,1171076,PIMIENTO,-11.27,Variación mensual
2015,Julio,Nacional,Producto,1171076,PIMIENTO,9.62,Variación acumulada
2015,Julio,Nacional,Producto,1171077,REMOLACHA,96.82,Índice
2015,Julio,Nacional,Producto,1171077,REMOLACHA,2.22,Variación mensual
2015,Julio,Nacional,Producto,1171077,REMOLACHA,5.46,Variación acumulada
2015,Julio,Nacional,Producto,1171078,TOMATE RIÑÓN,105.26,Índice
2015,Julio,Nacional,Producto,1171078,TOMATE RIÑÓN,-6.09,Variación mensual
2015,Julio,Nacional,Producto,1171078,TOMATE RIÑÓN,5.46,Variación acumulada
2015,Julio,Nacional,Producto,1171079,ZANAHORIA AMARILLA,101.21,Índice
2015,Julio,Nacional,Producto,1171079,ZANAHORIA AMARILLA,0.94,Variación mensual
2015,Julio,Nacional,Producto,1171079,ZANAHORIA AMARILLA,5.24,Variación acumulada
2015,Julio,Nacional,Producto,1171080,ARVEJA TIERNA,102.16,Índice
2015,Julio,Nacional,Producto,1171080,ARVEJA TIERNA,-2.31,Variación mensual
2015,Julio,Nacional,Producto,1171080,ARVEJA TIERNA,11.52,Variación acumulada
2015,Julio,Nacional,Producto,1171081,FRÉJOL TIERNO,97.4,Índice
2015,Julio,Nacional,Producto,1171081,FRÉJOL TIERNO,-1.43,Variación mensual
2015,Julio,Nacional,Producto,1171081,FRÉJOL TIERNO,-1.93,Variación acumulada
2015,Julio,Nacional,Producto,1171082,HABA TIERNA,97.97,Índice
2015,Julio,Nacional,Producto,1171082,HABA TIERNA,3.03,Variación mensual
2015,Julio,Nacional,Producto,1171082,HABA TIERNA,0.76,Variación acumulada
2015,Julio,Nacional,Producto,1171083,OTROS PRODUCTOS DE HUERTA FRESCOS,109.81,Índice
2015,Julio,Nacional,Producto,1171083,OTROS PRODUCTOS DE HUERTA FRESCOS,6.7,Variación mensual
2015,Julio,Nacional,Producto,1171083,OTROS PRODUCTOS DE HUERTA FRESCOS,8.89,Variación acumulada
2015,Julio,Nacional,Producto,1172084,PAPA,99.86,Índice
2015,Julio,Nacional,Producto,1172084,PAPA,2.14,Variación mensual
2015,Julio,Nacional,Producto,1172084,PAPA,-9.47,Variación acumulada
2015,Julio,Nacional,Producto,1172085,YUCA Y CAMOTE,110.02,Índice
2015,Julio,Nacional,Producto,1172085,YUCA Y CAMOTE,1.57,Variación mensual
2015,Julio,Nacional,Producto,1172085,YUCA Y CAMOTE,10.77,Variación acumulada
2015,Julio,Nacional,Producto,1172086,MELLOCO,97.54,Índice
2015,Julio,Nacional,Producto,1172086,MELLOCO,-1.73,Variación mensual
2015,Julio,Nacional,Producto,1172086,MELLOCO,-9.89,Variación acumulada
2015,Julio,Nacional,Producto,1173087,FRÉJOL SECO,80.23,Índice
2015,Julio,Nacional,Producto,1173087,FRÉJOL SECO,2.05,Variación mensual
2015,Julio,Nacional,Producto,1173087,FRÉJOL SECO,4.67,Variación acumulada
2015,Julio,Nacional,Producto,1173088,LENTEJA,117.96,Índice
2015,Julio,Nacional,Producto,1173088,LENTEJA,2.88,Variación mensual
2015,Julio,Nacional,Producto,1173088,LENTEJA,9.73,Variación acumulada
2015,Julio,Nacional,Producto,1173089,ARVEJA SECA,97.67,Índice
2015,Julio,Nacional,Producto,1173089,ARVEJA SECA,-0.55,Variación mensual
2015,Julio,Nacional,Producto,1173089,ARVEJA SECA,1,Variación acumulada
2015,Julio,Nacional,Producto,1173090,MOTE,103.7,Índice
2015,Julio,Nacional,Producto,1173090,MOTE,0.03,Variación mensual
2015,Julio,Nacional,Producto,1173090,MOTE,0.69,Variación acumulada
2015,Julio,Nacional,Producto,1181091,AZÚCAR,97.05,Índice
2015,Julio,Nacional,Producto,1181091,AZÚCAR,-0.35,Variación mensual
2015,Julio,Nacional,Producto,1181091,AZÚCAR,-1.5,Variación acumulada
2015,Julio,Nacional,Producto,1181092,SUSTITUTO DEL AZÚCAR,101.07,Índice
2015,Julio,Nacional,Producto,1181092,SUSTITUTO DEL AZÚCAR,0.04,Variación mensual
2015,Julio,Nacional,Producto,1181092,SUSTITUTO DEL AZÚCAR,0.39,Variación acumulada
2015,Julio,Nacional,Producto,1182093,CARAMELOS,116.28,Índice
2015,Julio,Nacional,Producto,1182093,CARAMELOS,0.37,Variación mensual
2015,Julio,Nacional,Producto,1182093,CARAMELOS,7.33,Variación acumulada
2015,Julio,Nacional,Producto,1182094,CHOCOLATES,103.91,Índice
2015,Julio,Nacional,Producto,1182094,CHOCOLATES,0.42,Variación mensual
2015,Julio,Nacional,Producto,1182094,CHOCOLATES,0.88,Variación acumulada
2015,Julio,Nacional,Producto,1182095,CHICLE,98.31,Índice
2015,Julio,Nacional,Producto,1182095,CHICLE,0,Variación mensual
2015,Julio,Nacional,Producto,1182095,CHICLE,-0.51,Variación acumulada
2015,Julio,Nacional,Producto,1182096,HELADOS,103.37,Índice
2015,Julio,Nacional,Producto,1182096,HELADOS,0.23,Variación mensual
2015,Julio,Nacional,Producto,1182096,HELADOS,0.85,Variación acumulada
2015,Julio,Nacional,Producto,1191097,SAL,102.04,Índice
2015,Julio,Nacional,Producto,1191097,SAL,-1.13,Variación mensual
2015,Julio,Nacional,Producto,1191097,SAL,1.04,Variación acumulada
2015,Julio,Nacional,Producto,1191098,CULANTRO,109.9,Índice
2015,Julio,Nacional,Producto,1191098,CULANTRO,0.7,Variación mensual
2015,Julio,Nacional,Producto,1191098,CULANTRO,3.68,Variación acumulada
2015,Julio,Nacional,Producto,1192099,MAYONESA,100.16,Índice
2015,Julio,Nacional,Producto,1192099,MAYONESA,1.29,Variación mensual
2015,Julio,Nacional,Producto,1192099,MAYONESA,1.3,Variación acumulada
2015,Julio,Nacional,Producto,1192100,SALSA DE TOMATE,101.48,Índice
2015,Julio,Nacional,Producto,1192100,SALSA DE TOMATE,-1.29,Variación mensual
2015,Julio,Nacional,Producto,1192100,SALSA DE TOMATE,3.84,Variación acumulada
2015,Julio,Nacional,Producto,1192101,MOSTAZA,99.18,Índice
2015,Julio,Nacional,Producto,1192101,MOSTAZA,0.65,Variación mensual
2015,Julio,Nacional,Producto,1192101,MOSTAZA,-0.28,Variación acumulada
2015,Julio,Nacional,Producto,1192102,ALIÑOS PREPARADOS,102.84,Índice
2015,Julio,Nacional,Producto,1192102,ALIÑOS PREPARADOS,1.55,Variación mensual
2015,Julio,Nacional,Producto,1192102,ALIÑOS PREPARADOS,4.7,Variación acumulada
2015,Julio,Nacional,Producto,1192103,CONDIMENTOS PROCESADOS,103.51,Índice
2015,Julio,Nacional,Producto,1192103,CONDIMENTOS PROCESADOS,1.06,Variación mensual
2015,Julio,Nacional,Producto,1192103,CONDIMENTOS PROCESADOS,0.84,Variación acumulada
2015,Julio,Nacional,Producto,1193104,GELATINA EN POLVO,99.65,Índice
2015,Julio,Nacional,Producto,1193104,GELATINA EN POLVO,-0.46,Variación mensual
2015,Julio,Nacional,Producto,1193104,GELATINA EN POLVO,1.6,Variación acumulada
2015,Julio,Nacional,Producto,1193105,ALIMENTOS PREPARADOS PARA BEBÉ,140.71,Índice
2015,Julio,Nacional,Producto,1193105,ALIMENTOS PREPARADOS PARA BEBÉ,6.73,Variación mensual
2015,Julio,Nacional,Producto,1193105,ALIMENTOS PREPARADOS PARA BEBÉ,15.24,Variación acumulada
2015,Julio,Nacional,Producto,1193106,SNACKS,98.23,Índice
2015,Julio,Nacional,Producto,1193106,SNACKS,-3.01,Variación mensual
2015,Julio,Nacional,Producto,1193106,SNACKS,-0.31,Variación acumulada
2015,Julio,Nacional,Producto,1211107,CAFÉ SOLUBLE,86.62,Índice
2015,Julio,Nacional,Producto,1211107,CAFÉ SOLUBLE,-3.5,Variación mensual
2015,Julio,Nacional,Producto,1211107,CAFÉ SOLUBLE,-5.64,Variación acumulada
2015,Julio,Nacional,Producto,1211108,CAFÉ MOLIDO,102.08,Índice
2015,Julio,Nacional,Producto,1211108,CAFÉ MOLIDO,0,Variación mensual
2015,Julio,Nacional,Producto,1211108,CAFÉ MOLIDO,0.34,Variación acumulada
2015,Julio,Nacional,Producto,1211109,COCOA,106.13,Índice
2015,Julio,Nacional,Producto,1211109,COCOA,3.01,Variación mensual
2015,Julio,Nacional,Producto,1211109,COCOA,2.46,Variación acumulada
2015,Julio,Nacional,Producto,1211110,HIERBA AROMÁTICA,102.91,Índice
2015,Julio,Nacional,Producto,1211110,HIERBA AROMÁTICA,-0.2,Variación mensual
2015,Julio,Nacional,Producto,1211110,HIERBA AROMÁTICA,3.89,Variación acumulada
2015,Julio,Nacional,Producto,1221111,AGUA EMBOTELLADA PURIFICADA,107.85,Índice
2015,Julio,Nacional,Producto,1221111,AGUA EMBOTELLADA PURIFICADA,0.28,Variación mensual
2015,Julio,Nacional,Producto,1221111,AGUA EMBOTELLADA PURIFICADA,5.37,Variación acumulada
2015,Julio,Nacional,Producto,1221112,GASEOSA,108.82,Índice
2015,Julio,Nacional,Producto,1221112,GASEOSA,-0.03,Variación mensual
2015,Julio,Nacional,Producto,1221112,GASEOSA,4.12,Variación acumulada
2015,Julio,Nacional,Producto,1221113,BEBIDAS ENERGIZANTES E HIDRATANTES,98.86,Índice
2015,Julio,Nacional,Producto,1221113,BEBIDAS ENERGIZANTES E HIDRATANTES,-0.3,Variación mensual
2015,Julio,Nacional,Producto,1221113,BEBIDAS ENERGIZANTES E HIDRATANTES,1.23,Variación acumulada
2015,Julio,Nacional,Producto,1221114,JUGO DE FRUTAS,97.74,Índice
2015,Julio,Nacional,Producto,1221114,JUGO DE FRUTAS,-0.02,Variación mensual
2015,Julio,Nacional,Producto,1221114,JUGO DE FRUTAS,-2.18,Variación acumulada
2015,Julio,Nacional,Producto,1221115,REFRESCOS,98.17,Índice
2015,Julio,Nacional,Producto,1221115,REFRESCOS,0.42,Variación mensual
2015,Julio,Nacional,Producto,1221115,REFRESCOS,1.1,Variación acumulada
2015,Julio,Nacional,Subclase,1111,Arroz,105.84,Índice
2015,Julio,Nacional,Subclase,1111,Arroz,1.1,Variación mensual
2015,Julio,Nacional,Subclase,1111,Arroz,5.16,Variación acumulada
2015,Julio,Nacional,Subclase,1112,Cereales enteros y harinas,96.46,Índice
2015,Julio,Nacional,Subclase,1112,Cereales enteros y harinas,1.12,Variación mensual
2015,Julio,Nacional,Subclase,1112,Cereales enteros y harinas,-1.42,Variación acumulada
2015,Julio,Nacional,Subclase,1113,Gramíneas y derivados,100.14,Índice
2015,Julio,Nacional,Subclase,1113,Gramíneas y derivados,0.13,Variación mensual
2015,Julio,Nacional,Subclase,1113,Gramíneas y derivados,-0.64,Variación acumulada
2015,Julio,Nacional,Subclase,1114,Pan,103.22,Índice
2015,Julio,Nacional,Subclase,1114,Pan,0.6,Variación mensual
2015,Julio,Nacional,Subclase,1114,Pan,8.5,Variación acumulada
2015,Julio,Nacional,Subclase,1115,Productos de panadería,102,Índice
2015,Julio,Nacional,Subclase,1115,Productos de panadería,-0.52,Variación mensual
2015,Julio,Nacional,Subclase,1115,Productos de panadería,0.21,Variación acumulada
2015,Julio,Nacional,Subclase,1116,Pastas alimenticias,112.64,Índice
2015,Julio,Nacional,Subclase,1116,Pastas alimenticias,-0.64,Variación mensual
2015,Julio,Nacional,Subclase,1116,Pastas alimenticias,13.85,Variación acumulada
2015,Julio,Nacional,Subclase,1121,"Carne de bovino fresca, refrigerada o congelada",120.42,Índice
2015,Julio,Nacional,Subclase,1121,"Carne de bovino fresca, refrigerada o congelada",-0.26,Variación mensual
2015,Julio,Nacional,Subclase,1121,"Carne de bovino fresca, refrigerada o congelada",6.87,Variación acumulada
2015,Julio,Nacional,Subclase,1122,"Carne de porcino fresca, refrigerada o congelada",108.1,Índice
2015,Julio,Nacional,Subclase,1122,"Carne de porcino fresca, refrigerada o congelada",-0.03,Variación mensual
2015,Julio,Nacional,Subclase,1122,"Carne de porcino fresca, refrigerada o congelada",-0.43,Variación acumulada
2015,Julio,Nacional,Subclase,1123,Carne de ovino,101.9,Índice
2015,Julio,Nacional,Subclase,1123,Carne de ovino,0.43,Variación mensual
